date,fund,fund_scope,fund_level_ntd,fund_level_100m_ntd,reported_fund_level_ntd,taiwan_registered_population,labor_insurance_old_age_pension_recipients,source_title,source_url,population_source_url,pension_recipients_source_url
2008-12,勞工保險基金,普通事故及職業災害保險,214447226617,2144.4723,,23037031,0,12月,https://www.blf.gov.tw/media/0xfp4ojp/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-963-864e8fec0c637f86fe5bc16a3a3ba97f.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://www.bli.gov.tw/0105220.html
2009-01,勞工保險基金,普通事故及職業災害保險,200243829119,2002.4383,,23046177,0,1月,https://www.blf.gov.tw/media/mlrjsejf/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-946-a06147cff8222bc6c2b82df2a4beecce.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://www.bli.gov.tw/0105220.html
2009-02,勞工保險基金,普通事故及職業災害保險,193961295769,1939.613,,23049407,18159,2月,https://www.blf.gov.tw/media/lvaj0dkx/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-947-c998d2f96efc7832355b4d33d6f2c9db.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09802/a12010.csv
2009-03,勞工保險基金,普通事故及職業災害保險,192729506302,1927.2951,,23058550,27295,3月,https://www.blf.gov.tw/media/ruhj0khx/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-948-106b544a8d081146de364bac0eda8edb.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09803/a12010.csv
2009-04,勞工保險基金,普通事故及職業災害保險,195198099036,1951.981,,23059339,34298,4月,https://www.blf.gov.tw/media/hxqh0u3g/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-949-212cf65e88d31a49dff6deb8ed95cb0e.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09804/a12010.csv
2009-05,勞工保險基金,普通事故及職業災害保險,236094119374,2360.9412,,23063027,39286,5月,https://www.blf.gov.tw/media/tjlmg5n5/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-953-a9a1efcdbcb765b2708d3b7e1e7001af.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09805/a12010.csv
2009-06,勞工保險基金,普通事故及職業災害保險,241376009281,2413.7601,,23069345,42534,6月,https://www.blf.gov.tw/media/4vghpjlj/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-954-eee6f7743e20a3434de17f1f586f962a.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09806/a12010.csv
2009-07,勞工保險基金,普通事故及職業災害保險,254710759933,2547.1076,,23077191,47362,7月,https://www.blf.gov.tw/media/xkddqm2f/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-955-db47b17d9ce3d375ff874ca19240a7a6.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09807/a12010.csv
2009-08,勞工保險基金,普通事故及職業災害保險,260083291870,2600.8329,,23082125,51489,8月,https://www.blf.gov.tw/media/jmwfaaz1/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-956-b2090505d106084493189f2e66aac4a5.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09808/a12010.csv
2009-09,勞工保險基金,普通事故及職業災害保險,271165346493,2711.6535,,23086441,54767,9月,https://www.blf.gov.tw/media/vo2bcme5/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-957-b482b472142ea92a9df84dda80f19553.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09809/a12010.csv
2009-10,勞工保險基金,普通事故及職業災害保險,274708851397,2747.0885,,23098049,58569,10月,https://www.blf.gov.tw/media/lp4hyc1g/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-958-1e1fa4ce634102e6b1fc4a8d1004025f.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09810/a12010.csv
2009-11,勞工保險基金,普通事故及職業災害保險,283447744154,2834.4774,,23109141,62270,11月,https://www.blf.gov.tw/media/td1l3hoy/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-959-18d555c6d51f91f867cccb6780ba2e5c.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09811/a12010.csv
2009-12,勞工保險基金,普通事故及職業災害保險,296607797498,2966.078,,23119772,65632,12月,https://www.blf.gov.tw/media/bcwjgduj/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-960-840df2476182cb65713223126a4376ee.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09812/a12010.csv
2010-01,勞工保險基金,普通事故及職業災害保險,293714687760,2937.1469,,23124514,71067,1月,https://www.blf.gov.tw/media/todnivxt/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1001-14ecca517e609010d8332b71546b39fa.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09901/a12010.csv
2010-02,勞工保險基金,普通事故及職業災害保險,297199851655,2971.9985,,23127845,75078,2月,https://www.blf.gov.tw/media/iynf5uvy/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1002-60799e97fa058aec3c36f6bbb07c481d.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09902/a12010.csv
2010-03,勞工保險基金,普通事故及職業災害保險,308274114977,3082.7411,,23131093,77844,3月,https://www.blf.gov.tw/media/uu5okmrc/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1003-c68a5c3dd8e528734628381dde1712a9.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09903/a12010.csv
2010-04,勞工保險基金,普通事故及職業災害保險,315752007093,3157.5201,,23133074,83173,4月,https://www.blf.gov.tw/media/21vcncjc/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1004-2139b1906f9142ec48ce4188637b1e7b.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09904/a12010.csv
2010-05,勞工保險基金,普通事故及職業災害保險,318432626083,3184.3263,,23135715,87830,5月,https://www.blf.gov.tw/media/cxefrnew/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1005-e0bcd4d83ba57ec3cbc59d833781249b.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09905/a12010.csv
2010-06,勞工保險基金,普通事故及職業災害保險,322811978170,3228.1198,,23138381,91749,6月,https://www.blf.gov.tw/media/ag2pdwxk/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1006-2fe3800b1515a1a31b0f0bd1f8bccec6.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09906/a12010.csv
2010-07,勞工保險基金,普通事故及職業災害保險,333803046912,3338.0305,,23142460,97383,7月,https://www.blf.gov.tw/media/zwtlurvi/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1007-87e26366404188f7d502231fe7db370d.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09907/a12010.csv
2010-08,勞工保險基金,普通事故及職業災害保險,339726940182,3397.2694,,23145020,102008,8月,https://www.blf.gov.tw/media/rxjdqphd/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1008-664a06a4cea37348d1ebc23c33fceef5.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09908/a12010.csv
2010-09,勞工保險基金,普通事故及職業災害保險,354449539387,3544.4954,,23146090,106208,9月,https://www.blf.gov.tw/media/zgwp4y4p/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1010-b02291c11dae88f8d5075cb4f4d8ef70.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09909/a12010.csv
2010-10,勞工保險基金,普通事故及職業災害保險,360785548529,3607.8555,,23150923,110496,10月,https://www.blf.gov.tw/media/3afd3dpr/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1011-c179ced2b88450af63d35a093343eaae.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09910/a12010.csv
2010-11,勞工保險基金,普通事故及職業災害保險,366092946602,3660.9295,,23157178,114394,11月,https://www.blf.gov.tw/media/zayho0x3/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1012-9a6b5ee2897400dfde14e7d4f8437069.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09911/a12010.csv
2010-12,勞工保險基金,普通事故及職業災害保險,376717475852,3767.1748,,23162123,118502,12月,https://www.blf.gov.tw/media/x0tamwrc/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-1013-33a186efc66589d22355a69f411fa7b4.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/09912/a12010.csv
2011-01,勞工保險基金,普通事故及職業災害保險,380864430253,3808.6443,,23164628,125931,1月,https://www.blf.gov.tw/media/te4onxf1/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-987-c0f1c42871f15c3e2a322de17d860007.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10001/a12010.csv
2011-02,勞工保險基金,普通事故及職業災害保險,388772685580,3887.7269,,23164457,130912,2月,https://www.blf.gov.tw/media/l1ahtgda/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-988-ee206990c8f31cb7415eeb95b26a9436.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10002/a12010.csv
2011-03,勞工保險基金,普通事故及職業災害保險,396820304811,3968.203,,23165878,134667,3月,https://www.blf.gov.tw/media/o2pg5kla/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-989-05dfb103f445a20fba7884fa4eaa9d1a.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10003/a12010.csv
2011-04,勞工保險基金,普通事故及職業災害保險,408425305040,4084.2531,,23170321,141591,4月,https://www.blf.gov.tw/media/it2js0wo/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-990-47f5b2acb67e5d9e995253e93cd20cb4.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10004/a12010.csv
2011-05,勞工保險基金,普通事故及職業災害保險,418515950853,4185.1595,,23174528,146591,5月,https://www.blf.gov.tw/media/rkqjcicf/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-991-7d79d0eaf4609927decd5837dbcd1875.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10005/a12010.csv
2011-06,勞工保險基金,普通事故及職業災害保險,425716083395,4257.1608,,23180477,151819,6月,https://www.blf.gov.tw/media/rs0pa0sd/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-992-f4770a48116e635b72ef62e2174f6a4e.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10006/a12010.csv
2011-07,勞工保險基金,普通事故及職業災害保險,433968825822,4339.6883,,23188078,158944,7月,https://www.blf.gov.tw/media/xz2kuokh/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-993-d6df7f99afe716f3f22ed286bcbf2e25.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10007/a12010.csv
2011-08,勞工保險基金,普通事故及職業災害保險,429084040646,4290.8404,,23193638,164686,8月,https://www.blf.gov.tw/media/00fiqyg1/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-994-2d534b6ecbe77f12bdf3c98fcdc73eba.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10008/a12010.csv
2011-09,勞工保險基金,普通事故及職業災害保險,429815822633,4298.1582,,23197947,170547,9月,https://www.blf.gov.tw/media/k4tje11l/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-995-521ab46433824b29e149985c838309eb.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10009/a12010.csv
2011-10,勞工保險基金,普通事故及職業災害保險,445253958224,4452.5396,,23205605,177302,10月,https://www.blf.gov.tw/media/ynrlmlgc/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-996-ae35bbc389579bc18d6db2ae133a6071.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10010/a12010.csv
2011-11,勞工保險基金,普通事故及職業災害保險,445274015114,4452.7402,,23214620,183053,11月,https://www.blf.gov.tw/media/05zbx2lg/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-997-392a78a8d214d4e64dd90616e41ae4bb.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10011/a12010.csv
2011-12,勞工保險基金,普通事故及職業災害保險,451985984518,4519.8598,,23224912,188716,12月,https://www.blf.gov.tw/media/ukbjbgan/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-998-776d5cbfd453b78fc8a93126382dcb93.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10012/a12010.csv
2012-01,勞工保險基金,普通事故及職業災害保險,472861950826,4728.6195,,23230506,198131,1月,https://www.blf.gov.tw/media/tygfhmet/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-964-ec8ad30adddec4685a2dc2701f525a0f.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10101/a12010.csv
2012-02,勞工保險基金,普通事故及職業災害保險,489219873378,4892.1987,,23234003,204653,2月,https://www.blf.gov.tw/media/jq0fxnho/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-969-bc03f9791e87aad21213d9c3f06524ef.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10102/a12010.csv
2012-03,勞工保險基金,普通事故及職業災害保險,497663029835,4976.6303,,23239268,211677,3月,https://www.blf.gov.tw/media/4lzbesbq/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-968-804b4605d1e52a16fce0d3ac8036095d.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10103/a12010.csv
2012-04,勞工保險基金,普通事故及職業災害保險,501749910368,5017.4991,,23245018,220695,4月,https://www.blf.gov.tw/media/yd2cjer3/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-967-a8e1f15438637d71554556d898838308.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10104/a12010.csv
2012-05,勞工保險基金,普通事故及職業災害保險,503047578953,5030.4758,,23252392,228483,5月,https://www.blf.gov.tw/media/ozmp4ovv/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-970-7fafbbd552bbd89a1bbe56860d34b90f.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10105/a12010.csv
2012-06,勞工保險基金,普通事故及職業災害保險,517837730336,5178.3773,,23261747,235656,6月,https://www.blf.gov.tw/media/4yefbki1/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-971-451cf8bd6b576683f78670c26c4eb3b6.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10106/a12010.csv
2012-07,勞工保險基金,普通事故及職業災害保險,523886193674,5238.8619,,23268372,243976,7月,https://www.blf.gov.tw/media/fo5fxmk1/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-972-3e9a01e10876d706764779228980f99c.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10107/a12010.csv
2012-08,勞工保險基金,普通事故及職業災害保險,536240485299,5362.4049,,23276441,252904,8月,https://www.blf.gov.tw/media/0djkjyyz/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-973-6407e1c531b6c1f5e9f548c0dc473f88.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10108/a12010.csv
2012-09,勞工保險基金,普通事故及職業災害保險,546865436842,5468.6544,,23282670,260566,9月,https://www.blf.gov.tw/media/klsdkkr3/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-974-04bbc1fc1efd8259a2b19e30a6992c04.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10109/a12010.csv
2012-10,勞工保險基金,普通事故及職業災害保險,534692653749,5346.9265,,23293593,269865,10月,https://www.blf.gov.tw/media/sdeemi4h/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-975-fb5c8ee2b37ec6c6e55a1d7dde90826a.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10110/a12010.csv
2012-11,勞工保險基金,普通事故及職業災害保險,507799643822,5077.9964,,23305021,293322,11月,https://www.blf.gov.tw/media/ljco3zu1/1勞保基金規模-投資績效及資產配置.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10111/a12010.csv
2012-12,勞工保險基金,普通事故及職業災害保險,484531774943,4845.3177,,23315822,318973,12月,https://www.blf.gov.tw/media/f1af1lfw/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-977-7839258b34dc4c30f08759e65f7a107f.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10112/a12010.csv
2013-01,勞工保險基金,普通事故及職業災害保險,475278352240,4752.7835,,23324092,358111,1月,https://www.blf.gov.tw/media/ud0lczgo/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-859-447e75d307a76178c9bed8e903c06ece.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10201/a12010.csv
2013-02,勞工保險基金,普通事故及職業災害保險,477870530705,4778.7053,,23328602,379062,2月,https://www.blf.gov.tw/media/seel41ed/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-860-96b5de8b4f6d998fc2a33051c9b26f44.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10202/a12010.csv
2013-03,勞工保險基金,普通事故及職業災害保險,481834963513,4818.3496,,23332705,393604,3月,https://www.blf.gov.tw/media/44eny52i/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-861-11ed183ca877e5c967b991e3c3e4d3cb.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10203/a12010.csv
2013-04,勞工保險基金,普通事故及職業災害保險,484203055200,4842.0306,,23335580,413842,4月,https://www.blf.gov.tw/media/eorkg4sb/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-862-879b468fc110d7db4d8f80a10b28d767.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10204/a12010.csv
2013-05,勞工保險基金,普通事故及職業災害保險,485691195960,4856.912,,23340136,428293,5月,https://www.blf.gov.tw/media/p1hn0kkl/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-863-3f46d4c9497115a78d6fcc0e14519a5d.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10205/a12010.csv
2013-06,勞工保險基金,普通事故及職業災害保險,482606546198,4826.0655,,23344213,440648,6月,https://www.blf.gov.tw/media/klwcwhc5/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-864-5adea55036662eb76ba106849388a0f6.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10206/a12010.csv
2013-07,勞工保險基金,普通事故及職業災害保險,491609631058,4916.0963,,23349724,453951,7月,https://www.blf.gov.tw/media/k4bpej0v/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-865-f0130da0bfc4349e90051e93931ab12d.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10207/a12010.csv
2013-08,勞工保險基金,普通事故及職業災害保險,489028350563,4890.2835,,23354061,464782,8月,https://www.blf.gov.tw/media/fqcprwfc/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-866-df7f9ae4e4c2c411f573a4be617d1665.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10208/a12010.csv
2013-09,勞工保險基金,普通事故及職業災害保險,500418030013,5004.1803,,23356588,473100,9月,https://www.blf.gov.tw/media/wljbdfrq/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-867-f854ec4c280b9634183c9d5c30e4ffc8.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10209/a12010.csv
2013-10,勞工保險基金,普通事故及職業災害保險,511690853472,5116.9085,,23361147,481174,10月,https://www.blf.gov.tw/media/wbifuexc/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-868-b0dcb1b6597e3b24def91e0695279c55.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10210/a12010.csv
2013-11,勞工保險基金,普通事故及職業災害保險,516072941175,5160.7294,,23367320,490035,11月,https://www.blf.gov.tw/media/slepgeau/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-869-e8a8857172854bb8d5420a06c0d3589a.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10211/a12010.csv
2013-12,勞工保險基金,普通事故及職業災害保險,527988810549,5279.8881,,23373517,497373,12月,https://www.blf.gov.tw/media/20od5hde/d-library-downloads-blf_cht_file_20170316-sitebuilderuploads-870-549dfbe59d1ed946b5de172d43826025.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10212/a12010.csv
2014-01,勞工保險基金,普通事故及職業災害保險,534017158951,5340.1716,,23377515,509720,1月.pdf,https://www.blf.gov.tw/media/3jlglifm/1月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10301/a12010.csv
2014-02,勞工保險基金,普通事故及職業災害保險,544781079465,5447.8108,544781080000,23379129,519506,2月.pdf,https://www.blf.gov.tw/media/wkkp0l2s/2月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10302/a12010.csv
2014-03,勞工保險基金,普通事故及職業災害保險,555829779387,5558.2978,555829780000,23379594,527225,3月.pdf,https://www.blf.gov.tw/media/4g0do3nl/3月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10303/a12010.csv
2014-04,勞工保險基金,普通事故及職業災害保險,556905208431,5569.0521,556905210000,23382948,537923,4月.pdf,https://www.blf.gov.tw/media/dngnlieo/4月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10304/a12010.csv
2014-05,勞工保險基金,普通事故及職業災害保險,571692193375,5716.9219,571692190000,23386883,548105,5月.pdf,https://www.blf.gov.tw/media/b2miyexk/5月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10305/a12010.csv
2014-06,勞工保險基金,普通事故及職業災害保險,583124741570,5831.2474,583124740000,23392036,556498,6月.pdf,https://www.blf.gov.tw/media/lvhfky2p/6月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10306/a12010.csv
2014-07,勞工保險基金,普通事故及職業災害保險,586580887083,5865.8089,586580890000,23398263,566760,7月.pdf,https://www.blf.gov.tw/media/b4eaomii/7月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10307/a12010.csv
2014-08,勞工保險基金,普通事故及職業災害保險,597240883636,5972.4088,597240880000,23404243,577932,8月.pdf,https://www.blf.gov.tw/media/lkkl2ylj/8月.pdf?mediaDL=true,https://www.ris.gov.tw/info-popudata/app/awFastDownload/toMain_panel,https://events.bli.gov.tw/report/attachment_file/report/month/10308/a12010.csv
